name,flag,program,imo,mmsi,source,risk_category
IRASIA MARITIME CO LTD,nan,Sanctions guerre Ukraine,4229541,,OpenSanctions,poi
CANITIS LTD,nan,Sanctions guerre Ukraine,6084059,,OpenSanctions,poi
VASORA MARINE CO LTD,nan,Sanctions guerre Ukraine,5931665,,OpenSanctions,poi
YO SHUI MARINE LTD,nan,Sanctions guerre Ukraine,0078805,,OpenSanctions,poi
HS EVERETT LTD,nan,Sanctions guerre Ukraine,6356752,,OpenSanctions,poi
MORONG SHIPPING INC,nan,Sanctions guerre Ukraine,6474957,,OpenSanctions,poi
MEEGAMAN MARITIME PVT LTD,nan,Sanctions guerre Ukraine,6437651,,OpenSanctions,poi
IVA SHIPPING INC,nan,Sanctions guerre Ukraine,0133485,,OpenSanctions,poi
TRIDENT BEAUTY LTD,nan,Sanctions guerre Ukraine,6443597,,OpenSanctions,poi
VIGOR MARINE SERVICES LLP,nan,Sanctions guerre Ukraine,6497659,,OpenSanctions,poi
WU TAI SHAN SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0065322,,OpenSanctions,poi
HS GLORY LTD,nan,Sanctions guerre Ukraine,6357985,,OpenSanctions,poi
HS LEGEND LTD,nan,Sanctions guerre Ukraine,6354261,,OpenSanctions,poi
SARSWATI SHIPPING LTD,nan,Sanctions guerre Ukraine,0123254,,OpenSanctions,poi
PU TUO SHAN SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0114168,,OpenSanctions,poi
SOBAT MARITIME CORP,nan,Sanctions guerre Ukraine,6466166,,OpenSanctions,poi
JI XIANG SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,6514508,,OpenSanctions,poi
HEI LONG JIANG SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0113902,,OpenSanctions,poi
DIANA MARIA HK MARITIME LTD,nan,Sanctions guerre Ukraine,6459561,,OpenSanctions,poi
HS STAR LTD,nan,Sanctions guerre Ukraine,6352701,,OpenSanctions,poi
AC VOLGA LLC,nan,Sanctions guerre Ukraine,6304887,,OpenSanctions,poi
AC NAVIS LLC,nan,Sanctions guerre Ukraine,6300354,,OpenSanctions,poi
BLUE WAVE SHIPPING LTD-MTA,nan,Sanctions guerre Ukraine,5053266,,OpenSanctions,poi
BLUE WAVE SHIPPING INC-RUS,nan,Sanctions guerre Ukraine,1904214,,OpenSanctions,poi
NIGHTINGER PLOV CO LTD,nan,Sanctions guerre Ukraine,0093170,,OpenSanctions,poi
CANG LONG SHIPPING LTD,nan,Sanctions guerre Ukraine,0092327,,OpenSanctions,poi
BUILT FOUND SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0101723,,OpenSanctions,poi
KUBAN MARINE COMPANY LLC,nan,Sanctions guerre Ukraine,6089531,,OpenSanctions,poi
MNS MARINE INDIA LLP,nan,Sanctions guerre Ukraine,6449605,,OpenSanctions,poi
OCEANIC FUEL & PETROLEUM LTD,nan,Sanctions guerre Ukraine,0057132,,OpenSanctions,poi
SNL LOGISTICS LTD,nan,Sanctions guerre Ukraine,6260494,,OpenSanctions,poi
CONARO SHIPPING JSC,nan,Sanctions guerre Ukraine,0074609,,OpenSanctions,poi
NAFTA-INVEST LLC,nan,Sanctions guerre Ukraine,6149907,,OpenSanctions,poi
UGRA-LEASING LLC,nan,Sanctions guerre Ukraine,5815100,,OpenSanctions,poi
EXECUTIVE SHIP MANAGEMENT PTE LTD,nan,Sanctions guerre Ukraine,1834165,,OpenSanctions,poi
FENIX ENTERPRISES SA,nan,Sanctions guerre Ukraine,5712794,,OpenSanctions,poi
SCORPIUS CORP,nan,Sanctions guerre Ukraine,6375173,,OpenSanctions,poi
CASCADE COLLECTIVE CORP,nan,Sanctions guerre Ukraine,0239081,,OpenSanctions,poi
IRON MARITIME SERVICES & TRDG,nan,Sanctions guerre Ukraine,0245536,,OpenSanctions,poi
EMT GEMI ISLETMECILIGI AS,nan,Sanctions guerre Ukraine,0115002,,OpenSanctions,poi
MARITIME SHIP TRADE CO,nan,Sanctions guerre Ukraine,0250298,,OpenSanctions,poi
ROBIN MARINE CO,nan,Sanctions guerre Ukraine,0254327,,OpenSanctions,poi
TRANSPETROCHART LLC,nan,Sanctions guerre Ukraine,5166023,,OpenSanctions,poi
JSC MURMANSK SHIPPING COMPANY,nan,Sanctions guerre Ukraine,0555624,,OpenSanctions,poi
PLAZA SHIPPING LLC,nan,Sanctions guerre Ukraine,5635868,,OpenSanctions,poi
PSC LTD,nan,Sanctions guerre Ukraine,5614310,,OpenSanctions,poi
SORES MARINE LTD,nan,Sanctions guerre Ukraine,6381821,,OpenSanctions,poi
EMBRACE QUE LTD,nan,Sanctions guerre Ukraine,0096700,,OpenSanctions,poi
ASTIC SHIPPING LTD,nan,Sanctions guerre Ukraine,6369118,,OpenSanctions,poi
DOGLAS SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0101710,,OpenSanctions,poi
DENIZ MARITIME LTD-LIB,nan,Sanctions guerre Ukraine,0259963,,OpenSanctions,poi
TRANS-FLOT/VLADIMIROVICH PV Ð¾/Ñ TRANS-FLOT LLC,nan,Sanctions guerre Ukraine,6184699,,OpenSanctions,poi
GUANGXI CHANGHAI SHIPPING CO,nan,Sanctions guerre Ukraine,6323317,,OpenSanctions,poi
OTEKO-TERMINAL LLC,nan,Sanctions guerre Ukraine,5402074,,OpenSanctions,poi
SHIPLINE FOUR LTD,nan,Sanctions guerre Ukraine,1707413,,OpenSanctions,poi
IDEL SHIPPING CO LTD,nan,Sanctions guerre Ukraine,6102113,,OpenSanctions,poi
DEAN & WATERS LTD,nan,Sanctions guerre Ukraine,6284441,,OpenSanctions,poi
TEXRON FINANCE LTD,nan,Sanctions guerre Ukraine,5492173,,OpenSanctions,poi
TRANSINTERSHIPPING LLC,nan,Sanctions guerre Ukraine,1910575,,OpenSanctions,poi
NEW SHIPPING COMPANY LLC,nan,Sanctions guerre Ukraine,0154322,,OpenSanctions,poi
ESTRELLA CO LTD,nan,Sanctions guerre Ukraine,6480669,,OpenSanctions,poi
SHOMPEN SHIPPING LTD,nan,Sanctions guerre Ukraine,0236498,,OpenSanctions,poi
XUE BANG SHAN SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,0137081,,OpenSanctions,poi
NORDIC CRIUS SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0121584,,OpenSanctions,poi
NEW FLEET LTD,nan,Sanctions guerre Ukraine,0233361,,OpenSanctions,poi
SOLSTON SHIPPING LTD-BZE,nan,Sanctions guerre Ukraine,6302143,,OpenSanctions,poi
STRAVAX SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0168644,,OpenSanctions,poi
NORTH FLEET LTD,nan,Sanctions guerre Ukraine,0233414,,OpenSanctions,poi
AIGA OCEANIC VENTURES LTD,nan,Sanctions guerre Ukraine,0193877,,OpenSanctions,poi
AN NING HU SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,0229465,,OpenSanctions,poi
RHEIN MARITIME SERVICES & TRDG,nan,Sanctions guerre Ukraine,0254097,,OpenSanctions,poi
SMP TECHMANAGEMENT LLC,nan,Sanctions guerre Ukraine,0056562,,OpenSanctions,poi
SOUTH MARITIME SERVICES & TRDG,nan,Sanctions guerre Ukraine,0239241,,OpenSanctions,poi
VIMAN MARITIME INC,nan,Sanctions guerre Ukraine,0262521,,OpenSanctions,poi
SEA FOAM MARINE SPC,nan,Sanctions guerre Ukraine,0248681,,OpenSanctions,poi
YIMM INTERNATIONAL TRADING LTD,nan,Sanctions guerre Ukraine,0190104,,OpenSanctions,poi
TRANS-FLOT LLC,nan,Sanctions guerre Ukraine,5327250,,OpenSanctions,poi
HS SARA II LTD,nan,Sanctions guerre Ukraine,6366851,,OpenSanctions,poi
JUN ZI LAN SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,0007569,,OpenSanctions,poi
GLOBAL SHIP SOLUTIONS LLC,nan,Sanctions guerre Ukraine,0025707,,OpenSanctions,poi
TOWER MARITIME & TRADING INC,nan,Sanctions guerre Ukraine,0142055,,OpenSanctions,poi
HS SENSUS LTD,nan,Sanctions guerre Ukraine,6342736,,OpenSanctions,poi
INSIST LINE LTD,nan,Sanctions guerre Ukraine,6508393,,OpenSanctions,poi
NIGHT MOON NAVIGATION LLC,nan,Sanctions guerre Ukraine,6508380,,OpenSanctions,poi
DREAM ISLAND SHIPPING LLC,nan,Sanctions guerre Ukraine,6507815,,OpenSanctions,poi
TASSOS INTERNATIONAL LTD,nan,Sanctions guerre Ukraine,0059289,,OpenSanctions,poi
VOYAGE CRAFT INC,nan,Sanctions guerre Ukraine,6503928,,OpenSanctions,poi
NEPTUNE NAVIGATORS' LLC,nan,Sanctions guerre Ukraine,0014574,,OpenSanctions,poi
REEF MARINE INC,nan,Sanctions guerre Ukraine,6431943,,OpenSanctions,poi
NARAYAN INTERNATIONAL LTD,nan,Sanctions guerre Ukraine,6505867,,OpenSanctions,poi
MARINE INNOVATORS LLC,nan,Sanctions guerre Ukraine,0029758,,OpenSanctions,poi
ONN DENIZCILIK VE DANISMANLIK LTD,nan,Sanctions guerre Ukraine,6477523,,OpenSanctions,poi
OCEAN THUNDER SHIPPING CORP,nan,Sanctions guerre Ukraine,6475491,,OpenSanctions,poi
HAIJIE SHIPPING LTD,nan,Sanctions guerre Ukraine,6482206,,OpenSanctions,poi
HS MONA LTD,nan,Sanctions guerre Ukraine,6346288,,OpenSanctions,poi
JSC POLAR MARINE GEOSURVEY EXPEDITION,nan,Sanctions guerre Ukraine,1321793,,OpenSanctions,poi
SUNNE CO LTD,nan,Sanctions guerre Ukraine,6304105,,OpenSanctions,poi
ANCHOR ELITE SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,6462866,,OpenSanctions,poi
AKARA NAVIGATION LLC,nan,Sanctions guerre Ukraine,6507523,,OpenSanctions,poi
ARMADA SHIPTRADE CO,nan,Sanctions guerre Ukraine,6275651,,OpenSanctions,poi
HS NELLIS LTD,nan,Sanctions guerre Ukraine,6366833,,OpenSanctions,poi
VENGA MARITIME CORP,nan,Sanctions guerre Ukraine,6291240,,OpenSanctions,poi
WINOCEAN MANAGEMENT LTD,nan,Sanctions guerre Ukraine,6275647,,OpenSanctions,poi
BUBBLE MARINE INC,nan,Sanctions guerre Ukraine,6431912,,OpenSanctions,poi
DELTA SHIPS MANAGEMENT LTD,nan,Sanctions guerre Ukraine,6297717,,OpenSanctions,poi
HEMSWORTH LOGISTICS FZE,nan,Sanctions guerre Ukraine,6504974,,OpenSanctions,poi
TOKYO GEMI ISLETMECILIGI AS,nan,Sanctions guerre Ukraine,6477881,,OpenSanctions,poi
SHAN HEI SHIPPING LTD,nan,Sanctions guerre Ukraine,0093135,,OpenSanctions,poi
BERYL MARINE INC,nan,Sanctions guerre Ukraine,6428741,,OpenSanctions,poi
MUNNE CO LTD,nan,Sanctions guerre Ukraine,6342206,,OpenSanctions,poi
AQUALINK SHIPMANAGEMENT CORP,nan,Sanctions guerre Ukraine,6463728,,OpenSanctions,poi
LEPUS SAI LTD,nan,Sanctions guerre Ukraine,6417692,,OpenSanctions,poi
DAISEA SHIPPING LTD,nan,Sanctions guerre Ukraine,6275633,,OpenSanctions,poi
CHINA OVERSEAS ENERGY DEVELOP,nan,Sanctions guerre Ukraine,0191093,,OpenSanctions,poi
BALTIC SHIPPING COMPANY LLC,nan,Sanctions guerre Ukraine,6351221,,OpenSanctions,poi
SORMOVO SHIP LLC,nan,Sanctions guerre Ukraine,5782811,,OpenSanctions,poi
TISA SHIPPING LTD,nan,Sanctions guerre Ukraine,6162292,,OpenSanctions,poi
ARNO LINES INC,nan,Sanctions guerre Ukraine,6238270,,OpenSanctions,poi
SEAVANA SHIPPING LTD,nan,Sanctions guerre Ukraine,0140941,,OpenSanctions,poi
UNITED SHIPPING CO LTD,nan,Sanctions guerre Ukraine,6095124,,OpenSanctions,poi
TREXSEA SHIPPING FZE,nan,Sanctions guerre Ukraine,0056593,,OpenSanctions,poi
NAVIALINK SHIPPING FZE,nan,Sanctions guerre Ukraine,6511976,,OpenSanctions,poi
LYCIA SHIPPING LTD-MAI,nan,Sanctions guerre Ukraine,6390277,,OpenSanctions,poi
VIRTUE NAVIS SHIPMANAGEMENT CORP,nan,Sanctions guerre Ukraine,6510814,,OpenSanctions,poi
TRANS KA TANKER,nan,Sanctions guerre Ukraine,1509747,,OpenSanctions,poi
SOUTH STREAM LLC,nan,Sanctions guerre Ukraine,6100148,,OpenSanctions,poi
TD KASPIYSKIY,nan,Sanctions guerre Ukraine,6085834,,OpenSanctions,poi
DONMASTER CO LTD,nan,Sanctions guerre Ukraine,5144731,,OpenSanctions,poi
SILVERLINE SHIPPING LLC,nan,Sanctions guerre Ukraine,5847480,,OpenSanctions,poi
XINTAI INTERNATIONAL SHIP,nan,Sanctions guerre Ukraine,5910576,,OpenSanctions,poi
BERTIEE SHIPPING ALPHA INC,nan,Sanctions guerre Ukraine,6381472,,OpenSanctions,poi
SOUTHBULK SHIPPING LTD,nan,Sanctions guerre Ukraine,6367041,,OpenSanctions,poi
AAA MARITIME SHIPPING SA,nan,Sanctions guerre Ukraine,6100681,,OpenSanctions,poi
ALE SHIPPING INC,nan,Sanctions guerre Ukraine,6362708,,OpenSanctions,poi
ETERNAL SHIP MANAGEMENT,nan,Sanctions guerre Ukraine,6472403,,OpenSanctions,poi
HATHAWAY CO LTD,nan,Sanctions guerre Ukraine,6476865,,OpenSanctions,poi
THOUSAND SUNNY LTD,nan,Sanctions guerre Ukraine,6186298,,OpenSanctions,poi
ANMEI SHIPS CO LTD,nan,Sanctions guerre Ukraine,0074419,,OpenSanctions,poi
LINGHONG SHIPPING LTD,nan,Sanctions guerre Ukraine,0125114,,OpenSanctions,poi
FMT SHIPMANAGEMENT SIA,nan,Sanctions guerre Ukraine,6129201,,OpenSanctions,poi
ENIGMA LOGISTICS LLC-FZ,nan,Sanctions guerre Ukraine,0287087,,OpenSanctions,poi
HA TRANG PETROL TRANSPORTATION,nan,Sanctions guerre Ukraine,6317861,,OpenSanctions,poi
HAI HA WATERWAY TRANS CO LTD,nan,Sanctions guerre Ukraine,4200151,,OpenSanctions,poi
SEAHAKER SHIPPING LTD,nan,Sanctions guerre Ukraine,6419858,,OpenSanctions,poi
WORLD CREW PROVIDER NV,nan,Sanctions guerre Ukraine,6347431,,OpenSanctions,poi
UNI-GLORY SHIPPING CO LTD,nan,Sanctions guerre Ukraine,6408544,,OpenSanctions,poi
HONGKONG EXUBERANT STAR INTL,nan,Sanctions guerre Ukraine,6150604,,OpenSanctions,poi
YELLOW TANG SHIPPING INC,nan,Sanctions guerre Ukraine,6467779,,OpenSanctions,poi
DOBBY SHIPPING LTD,nan,Sanctions guerre Ukraine,6256965,,OpenSanctions,poi
CAPTAIN HADDOCK SHIPPING LTD,nan,Sanctions guerre Ukraine,6282431,,OpenSanctions,poi
SAGITTARIUS MANAGEMENT INC,nan,Sanctions guerre Ukraine,6267032,,OpenSanctions,poi
ALBERTA SHIPMANAGEMENT LTD,nan,Sanctions guerre Ukraine,6091771,,OpenSanctions,poi
SALVUS SHIPPING MANAGEMENT FZE,nan,Sanctions guerre Ukraine,0194668,,OpenSanctions,poi
SEA LEAD SHIPPING PTE LTD,nan,Sanctions guerre Ukraine,6104579,,OpenSanctions,poi
PERIYAR LINES INC,nan,Sanctions guerre Ukraine,6067206,,OpenSanctions,poi
NEPTORIA SHIP MANAGEMENT FZ-LLC,nan,Sanctions guerre Ukraine,0112303,,OpenSanctions,poi
BEACON MARINE SERVICES CO,nan,Sanctions guerre Ukraine,0182311,,OpenSanctions,poi
IGARKA LLC,nan,Sanctions guerre Ukraine,0103906,,OpenSanctions,poi
WISDOM SHIPPING TRADING SA,nan,Sanctions guerre Ukraine,0143742,,OpenSanctions,poi
KANTAT LLC,nan,Sanctions guerre Ukraine,0103923,,OpenSanctions,poi
CDM LLC,nan,Sanctions guerre Ukraine,0210859,,OpenSanctions,poi
ONTARIO MARITIME SERVICES SA,nan,Sanctions guerre Ukraine,0221941,,OpenSanctions,poi
FALEOLA NEXUS LTD,nan,Sanctions guerre Ukraine,0194447,,OpenSanctions,poi
QI XIA SHAN SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0190149,,OpenSanctions,poi
BULKLINE JSC,nan,Sanctions guerre Ukraine,0201661,,OpenSanctions,poi
FETC CO LTD,nan,Sanctions guerre Ukraine,0123325,,OpenSanctions,poi
YING DA MARINE LTD,nan,Sanctions guerre Ukraine,0195581,,OpenSanctions,poi
REGION LEASING JSC,nan,Sanctions guerre Ukraine,5805973,,OpenSanctions,poi
COMPANY,nan,Sanctions guerre Ukraine,9992075,,OpenSanctions,poi
TOWER SHIPPING LLC,nan,Sanctions guerre Ukraine,6369991,,OpenSanctions,poi
FIVE CONTINENTS SHIPPING LTD,nan,Sanctions guerre Ukraine,6508566,,OpenSanctions,poi
CAPRAMAR GEMI ISLETMECILIG,nan,Sanctions guerre Ukraine,6315918,,OpenSanctions,poi
RESOURCE MARITIME DMCC,nan,Sanctions guerre Ukraine,0062708,,OpenSanctions,poi
GLOBAL TANKERS LTD-ABB,nan,Sanctions guerre Ukraine,6480598,,OpenSanctions,poi
PB NORGE AS,nan,Sanctions guerre Ukraine,5516016,,OpenSanctions,poi
JEEVA SHIPPING LTD,nan,Sanctions guerre Ukraine,0119858,,OpenSanctions,poi
TRANSNOVA SERVICES LTD,nan,Sanctions guerre Ukraine,0137770,,OpenSanctions,poi
SEA FUSION SHIPPING INC,nan,Sanctions guerre Ukraine,0260881,,OpenSanctions,poi
ANGARA LLC,nan,Sanctions guerre Ukraine,0103795,,OpenSanctions,poi
LEVANT FLEET LTD,nan,Sanctions guerre Ukraine,6127752,,OpenSanctions,poi
TULUVAI SHIPPING PVT LTD,nan,Sanctions guerre Ukraine,0229964,,OpenSanctions,poi
ACE LINES INC,nan,Sanctions guerre Ukraine,6327151,,OpenSanctions,poi
CAFFA SHIPPING LTD,nan,Sanctions guerre Ukraine,0252590,,OpenSanctions,poi
SWISSMARLO LTD,nan,Sanctions guerre Ukraine,0031042,,OpenSanctions,poi
IMT-SHIPPING LLC,nan,Sanctions guerre Ukraine,0104759,,OpenSanctions,poi
INFIN LLC,nan,Sanctions guerre Ukraine,5487164,,OpenSanctions,poi
VOGUE TIDE CORP,nan,Sanctions guerre Ukraine,0248884,,OpenSanctions,poi
CUI NING SHIPPING LTD,nan,Sanctions guerre Ukraine,0156465,,OpenSanctions,poi
COURTWELL ASIA LTD,nan,Sanctions guerre Ukraine,0284839,,OpenSanctions,poi
AZURE MARITIME SERVICES & TRDG,nan,Sanctions guerre Ukraine,0253893,,OpenSanctions,poi
KTZ EXPRESS SHIPPING TOO,nan,Sanctions guerre Ukraine,6000568,,OpenSanctions,poi
ALTITUDE ASSETS CORP,nan,Sanctions guerre Ukraine,0119699,,OpenSanctions,poi
TRACTION SHIPHOLDING LTD,nan,Sanctions guerre Ukraine,6504339,,OpenSanctions,poi
LAAL SHIPPING LTD,nan,Sanctions guerre Ukraine,0257882,,OpenSanctions,poi
AL REYADA INC,nan,Sanctions guerre Ukraine,0273851,,OpenSanctions,poi
BAI SHA HU SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0137063,,OpenSanctions,poi
RAYLUCK SHIPPING LTD,nan,Sanctions guerre Ukraine,0131890,,OpenSanctions,poi
DILEMMA LAU LTD,nan,Sanctions guerre Ukraine,0120918,,OpenSanctions,poi
LARK SHIPMANAGEMENT LLC-FZ,nan,Sanctions guerre Ukraine,0161341,,OpenSanctions,poi
BRIGHT MARITIME SERVICES,nan,Sanctions guerre Ukraine,0245567,,OpenSanctions,poi
NAFANUA LTD,nan,Sanctions guerre Ukraine,0254622,,OpenSanctions,poi
NORTHSTAR MARITIME PVT LTD,nan,Sanctions guerre Ukraine,6495961,,OpenSanctions,poi
ELEGEST LLC,nan,Sanctions guerre Ukraine,0103954,,OpenSanctions,poi
ATOS REMOTE SOLUTIONS,nan,Sanctions guerre Ukraine,6457083,,OpenSanctions,poi
ENEYA LLC,nan,Sanctions guerre Ukraine,6267148,,OpenSanctions,poi
BRIMWELL INTER LTD,nan,Sanctions guerre Ukraine,5706831,,OpenSanctions,poi
TRAVELER SHIPPING LLC,nan,Sanctions guerre Ukraine,5346458,,OpenSanctions,poi
KOLLAM KREW SHIPPING PVT LTD,nan,Sanctions guerre Ukraine,0233785,,OpenSanctions,poi
HORIZZON LTD,nan,Sanctions guerre Ukraine,0010449,,OpenSanctions,poi
ANDOO SA,nan,Sanctions guerre Ukraine,6375536,,OpenSanctions,poi
WHITE SHORE ENTERPRISES SA,nan,Sanctions guerre Ukraine,0048121,,OpenSanctions,poi
SU-NAV SMEA PVT LTD,nan,Sanctions guerre Ukraine,6415427,,OpenSanctions,poi
THEROS SHIPPING INC,nan,Sanctions guerre Ukraine,6418934,,OpenSanctions,poi
CLEAN ROAD SHIPPING CO,nan,Sanctions guerre Ukraine,6485276,,OpenSanctions,poi
SEAGLE GLOBAL MARINE PVT LTD,nan,Sanctions guerre Ukraine,0005735,,OpenSanctions,poi
PYRAMID VENTURES CO,nan,Sanctions guerre Ukraine,0205178,,OpenSanctions,poi
TIAN LONG NAVIGATION LTD,nan,Sanctions guerre Ukraine,0080766,,OpenSanctions,poi
FLEET SYNERGY LLC,nan,Sanctions guerre Ukraine,0391821,,OpenSanctions,poi
NAAG MARITIME INC,nan,Sanctions guerre Ukraine,0260229,,OpenSanctions,poi
SAGARVANI SHIPPING PVT LTD,nan,Sanctions guerre Ukraine,0196647,,OpenSanctions,poi
GAO YOU HU SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0190679,,OpenSanctions,poi
VOYAGE EXPERIENCE CORP,nan,Sanctions guerre Ukraine,0275791,,OpenSanctions,poi
DYLAN SHIP MANAGEMENT PVT LTD,nan,Sanctions guerre Ukraine,0186981,,OpenSanctions,poi
MALUGA SHIPPING LTD,nan,Sanctions guerre Ukraine,0138659,,OpenSanctions,poi
SAMOS GROUP LTD,nan,Sanctions guerre Ukraine,0059377,,OpenSanctions,poi
SAVAN SHIPPING LTD,nan,Sanctions guerre Ukraine,0118262,,OpenSanctions,poi
BENEFIT SHIPPING LTD-HKG,nan,Sanctions guerre Ukraine,0141088,,OpenSanctions,poi
LIRUN SHIPPING CO LTD,nan,Sanctions guerre Ukraine,0160105,,OpenSanctions,poi
AURA VIBES CO LTD,nan,Sanctions guerre Ukraine,0222061,,OpenSanctions,poi
TOILA SHIPPING LTD,nan,Sanctions guerre Ukraine,0138645,,OpenSanctions,poi
HENG SHAN SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0114110,,OpenSanctions,poi
OCEANQUEST MARITIME LTD,nan,Sanctions guerre Ukraine,6470000,,OpenSanctions,poi
HAN JIANG SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0113893,,OpenSanctions,poi
BARQ LINE LLC,nan,Sanctions guerre Ukraine,0304351,,OpenSanctions,poi
YUN TAI SHAN SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0231038,,OpenSanctions,poi
OPAL MARITIME SERVICES & TRADING INC,nan,Sanctions guerre Ukraine,0253981,,OpenSanctions,poi
GRIF MARITIME INC,nan,Sanctions guerre Ukraine,0316251,,OpenSanctions,poi
KD BUNKER LLC,nan,Sanctions guerre Ukraine,5634635,,OpenSanctions,poi
SIRAJ MARITIME LLC,nan,Sanctions guerre Ukraine,0286631,,OpenSanctions,poi
TAI YANG HU SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0137474,,OpenSanctions,poi
FLORESTA CORPORATE LTD,nan,Sanctions guerre Ukraine,5612141,,OpenSanctions,poi
NORTH TRANSPORT CO LLC,nan,Sanctions guerre Ukraine,6069715,,OpenSanctions,poi
FORTIKA NAVIGATION LTD,nan,Sanctions guerre Ukraine,6055217,,OpenSanctions,poi
PROSPECTIVE MARITIME CO LTD,nan,Sanctions guerre Ukraine,6386195,,OpenSanctions,poi
SINO PEACE SHIPPING LTD,nan,Sanctions guerre Ukraine,6326387,,OpenSanctions,poi
GACRUX MARITIME PVT LTD,nan,Sanctions guerre Ukraine,0126112,,OpenSanctions,poi
ANAND SHIPPING LTD-SEY,nan,Sanctions guerre Ukraine,0137810,,OpenSanctions,poi
WU GONG SHAN SHIPMANAGEMENT CO,nan,Sanctions guerre Ukraine,0137488,,OpenSanctions,poi
GUI ZHOU FA ZHAN SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0107311,,OpenSanctions,poi
KOSHA SHIPPING LTD,nan,Sanctions guerre Ukraine,0181653,,OpenSanctions,poi
KALINGA SHIPMANAGEMENT (OPC) PVT LTD,nan,Sanctions guerre Ukraine,0113041,,OpenSanctions,poi
GUINEVERE SHIP MANAGEMENT PVT,nan,Sanctions guerre Ukraine,0011190,,OpenSanctions,poi
BOW MARITIME GEMI,nan,Sanctions guerre Ukraine,6492556,,OpenSanctions,poi
VILLAR SHIPMANAGEMENT LTD,nan,Sanctions guerre Ukraine,6239468,,OpenSanctions,poi
AURINA DENIZCILIK VE TICARET,nan,Sanctions guerre Ukraine,0300361,,OpenSanctions,poi
DEGONIA CO LTD,nan,Sanctions guerre Ukraine,6389623,,OpenSanctions,poi
NAFTOMAR TANKERS LTD,nan,Sanctions guerre Ukraine,6481711,,OpenSanctions,poi
NAFTOMAR SHIPPING & TRADING CO LTD,nan,Sanctions guerre Ukraine,0519241,,OpenSanctions,poi
BOREAS SHIPPING & TRADING CO,nan,Sanctions guerre Ukraine,6437871,,OpenSanctions,poi
ALLIANCE LLC,nan,Sanctions guerre Ukraine,6390060,,OpenSanctions,poi
FATHOM QUILL LTD,nan,Sanctions guerre Ukraine,0258228,,OpenSanctions,poi
KRECHET LLC,nan,Sanctions guerre Ukraine,6328936,,OpenSanctions,poi
ZHENG XIN MARINE LTD,nan,Sanctions guerre Ukraine,0135946,,OpenSanctions,poi
HONG KONG DING FENG SHIPPING,nan,Sanctions guerre Ukraine,0225021,,OpenSanctions,poi
AGYA MARITIME LTD,nan,Sanctions guerre Ukraine,0031113,,OpenSanctions,poi
NEBULON STEELVIEL LLC,nan,Sanctions guerre Ukraine,0241462,,OpenSanctions,poi
PETROTANKER LTD,nan,Sanctions guerre Ukraine,5761957,,OpenSanctions,poi
ILYA MUROMETS JSC,nan,Sanctions guerre Ukraine,6405655,,OpenSanctions,poi
ORVANTYR FLAGLINE LTD,nan,Sanctions guerre Ukraine,0390148,,OpenSanctions,poi
TONG LUO SHAN SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,0137134,,OpenSanctions,poi
IRA SHIPPING INC,nan,Sanctions guerre Ukraine,0378004,,OpenSanctions,poi
PRODIGY MARITIME CO SA,nan,Sanctions guerre Ukraine,0257220,,OpenSanctions,poi
STELLA BRITE SHIPPING LTD,nan,Sanctions guerre Ukraine,0031728,,OpenSanctions,poi
ALAFIA TRADING LTD,nan,Sanctions guerre Ukraine,0267155,,OpenSanctions,poi
NAVISTAR MARITIME LTD,nan,Sanctions guerre Ukraine,0338967,,OpenSanctions,poi
FIRST SKYLINES LLC,nan,Sanctions guerre Ukraine,0315205,,OpenSanctions,poi
SCORPIUS SHIPS PVT LTD,nan,Sanctions guerre Ukraine,0077926,,OpenSanctions,poi
TONG TIAN HE SHIPMANAGEMENT CO LTD,nan,Sanctions guerre Ukraine,0231483,,OpenSanctions,poi
BROOK MARITIME SERVICES & TRADING INC,nan,Sanctions guerre Ukraine,0284357,,OpenSanctions,poi
HUI FEN GUANGMING LTD,nan,Sanctions guerre Ukraine,0124646,,OpenSanctions,poi
ALBATROSS SHIPMANAGEMENT,nan,Sanctions guerre Ukraine,0156598,,OpenSanctions,poi
